"","job.title","company.name","location","job.description","job.seen.beacon","job.id","location.type"
"143","ASSOCIATE DATA SCIENTIST","NYC Careers","Manhattan, NY","Expertise in data visualization packages such as Carto or Tableau.
 The Department of City Planning (DCP) plans for the strategic growth and development of the…","ASSOCIATE DATA SCIENTISTNYC CareersManhattan, NY$71,707 - $82,463 a yearExpertise in data visualization packages such as Carto or Tableau.
 The Department of City Planning (DCP) plans for the strategic growth and development of the…
23 days ago·More...View all NYC Careers jobs in Manhattan, NY - Manhattan jobsSalary Search: ASSOCIATE DATA SCIENTIST salaries in Manhattan, NY","job_f373de5a794c1da2",""
"153","Data Scientist","AT&T","New York, NY","The successful candidate will have a proven track record of applying deep, creative, rigorous thinking to solve broad technical and/or business problems and be…","Data ScientistAT&T3.7New York, NYThe successful candidate will have a proven track record of applying deep, creative, rigorous thinking to solve broad technical and/or business problems and be…
16 days ago·More...View all AT&T jobs in New York, NY - New York jobsSalary Search: Data Scientist salaries in New York, NYSee popular questions & answers about AT&T","job_3fe819aa12425fbc",""
"id4","Junior Data Labeler","Deloitte","Rosslyn, VA 22209 (Radnor-Ft Myer Heights area)","Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from…","Junior Data LabelerDeloitte4.0Rosslyn, VA 22209 (Radnor-Ft Myer Heights area)Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from…
15 days ago·More...View all Deloitte jobs in Rosslyn, VA - Rosslyn jobsSalary Search: Junior Data Labeler salariesSee popular questions & answers about Deloitte","job_68f2d8a9f4033953",""
"24","Data Scientist","TeamViewer GmbH","New York, NY+1 location","4+ years of experience in quantitative analytics, data science, and analytical consulting.
 Partner with Data Engineering to implement analytics-specific data…","newData ScientistTeamViewer GmbH3.2New York, NY+1 location4+ years of experience in quantitative analytics, data science, and analytical consulting.
 Partner with Data Engineering to implement analytics-specific data…
Just posted·More...View all TeamViewer GmbH jobs in New York, NY - New York jobsSalary Search: Data Scientist salaries in New York, NYSee popular questions & answers about TeamViewer GmbH","job_64f68e30d9ac3669",""
"34","Data Scientist, Fraud, Creation Platform","Spotify","New York, NY•","Collaborate with data scientists, data engineers, and product managers to understand business needs and build solutions together.
 Knowledge of Big Query a plus.","Data Scientist, Fraud, Creation PlatformSpotify4.3New York, NY•RemoteCollaborate with data scientists, data engineers, and product managers to understand business needs and build solutions together.
 Knowledge of Big Query a plus.
17 days ago·More...View all Spotify jobs in New York, NY - New York jobsSalary Search: Data Scientist, Fraud, Creation Platform salaries in New York, NYSee popular questions & answers about Spotify","job_e2dbf4e6c2e243a7","Remote"
"44","Data Scientist","CVS Health","New York, NY+2 locations","Demonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization.","newData ScientistCVS Health3.3New York, NY+2 locationsDemonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization.
4 days ago·More...View all CVS Health jobs in New York, NY - New York jobsSalary Search: Data Scientist salaries in New York, NYSee popular questions & answers about CVS Health","job_570e6a6319da24f0",""
"54","Data Scientist, Marketing Analytics","Etsy","Brooklyn, NY 11201•","2-3 years of proven experience as a data scientist/analyst or in a quantitative role in which you extracted meaning from big data sets with little engineering…","newData Scientist, Marketing AnalyticsEtsy4.3Brooklyn, NY 11201•Remote2-3 years of proven experience as a data scientist/analyst or in a quantitative role in which you extracted meaning from big data sets with little engineering…
5 days ago·More...View all Etsy jobs in Brooklyn, NY - Brooklyn jobsSalary Search: Data Scientist, Marketing Analytics salaries in Brooklyn, NYSee popular questions & answers about Etsy","job_0aa9f53d7f02b822","Remote"
"64","Junior Data Scientist","Decode_M","New York, NY","Advance our capabilities for how statistics and machine learning should be used in analyzing digital trends, CRM data and quantitative research.","Junior Data ScientistDecode_MNew York, NYAdvance our capabilities for how statistics and machine learning should be used in analyzing digital trends, CRM data and quantitative research.
30+ days ago·More...View all Decode_M jobs in New York, NY - New York jobsSalary Search: Junior Data Scientist salaries in New York, NY","job_148f2e5e7a652368",""
"74","Data Scientist","NTT DATA Services","+1 location","Address data analytics challenges in our organization, to collect large volumes of data from varying sources, clean and interpret data, create solutions to…","newData ScientistNTT DATA Services3.4+1 locationRemote$155,000 - $165,000 a yearEasily applyAddress data analytics challenges in our organization, to collect large volumes of data from varying sources, clean and interpret data, create solutions to…
Active 5 days ago·More...View all NTT DATA Services jobs in Remote - Remote jobsSalary Search: Data Scientist salaries in RemoteSee popular questions & answers about NTT DATA Services","job_313f95b0cce4e512","Remote"
"84","Graph Data Scientist - Private Sector","Deep Labs","United States","Analyze and draw insights from big data sets using graph-based feature engineering, graph embeddings, dimensionality reduction, identify opportunities and plan…","newGraph Data Scientist - Private SectorDeep Labs3.7United StatesAnalyze and draw insights from big data sets using graph-based feature engineering, graph embeddings, dimensionality reduction, identify opportunities and plan…
Just posted·More...View all Deep Labs jobs in United States - United States jobsSalary Search: Graph Data Scientist - Private Sector salaries in United StatesSee popular questions & answers about Deep Labs","job_93367fc1c846826f",""
"94","Data Scientist - Machine Learning","Solytics Partners LLC","New York, NY•Temporarily ","Solytics is seeking a strong quant analyst with experience and expertise in the development and validation of machine learning, AI, blockchain, and/or…","newData Scientist - Machine LearningSolytics Partners LLCNew York, NY•Temporarily RemoteEasily applyResponsive employerSolytics is seeking a strong quant analyst with experience and expertise in the development and validation of machine learning, AI, blockchain, and/or…
Active 4 days ago·More...View all Solytics Partners LLC jobs in New York, NY - New York jobsSalary Search: Data Scientist - Machine Learning salaries in New York, NY","job_a3bda2a9472b13f4","Remote"
"104","Data Scientist","Mastrics LLC","","2+ years of experience with experiment design involving algorithm development, machine learning, data mining, and use of other statistical approaches.","Data ScientistMastrics LLCRemote$60 - $75 an hourEasily applyResponsive employer2+ years of experience with experiment design involving algorithm development, machine learning, data mining, and use of other statistical approaches.
Active 2 days ago·More...View all Mastrics LLC jobs in Remote - Remote jobsSalary Search: Data Scientist salaries in Remote","job_659167bff1349ec1","Remote"
"114","Data Scientist","PSY LLC","","For people to help on their data science team.
 Used by financial advisors involving taxes, retirement plans, and spending.
 40 hours of work per week.","Data ScientistPSY LLCRemote$75 - $85 an hourEasily applyResponsive employerFor people to help on their data science team.
 Used by financial advisors involving taxes, retirement plans, and spending.
 40 hours of work per week.
Active 2 days ago·More...View all PSY LLC jobs in Remote - Remote jobsSalary Search: Data Scientist salaries in Remote","job_6e9396482c912b76","Remote"
